Abs_trm PUnit	1
Abs_trm (PFn Zero_nat TUnit (PApp (PFn (Suc Zero_nat) TUnit (PFst (PPair (PVar (Suc Zero_nat)) (PVar (Suc Zero_nat))))) (PFst (PPair (PVar Zero_nat) (PVar Zero_nat)))))	10
Abs_trm (PFn Zero_nat TUnit (PApp (PFn (Suc Zero_nat) (TPair (TArr TUnit TUnit) (TArr TUnit TUnit)) (PFst (PPair (PSnd (PPair (PPair (PFn (Suc (Suc Zero_nat)) TUnit (PApp (PFn (Suc (Suc (Suc Zero_nat))) TUnit (PVar (Suc (Suc (Suc Zero_nat))))) (PVar (Suc (Suc Zero_nat))))) (PFn (Suc (Suc Zero_nat)) TUnit (PApp (PFn (Suc (Suc (Suc Zero_nat))) TUnit (PVar (Suc (Suc (Suc Zero_nat))))) (PVar (Suc (Suc Zero_nat)))))) (PPair (PFn (Suc (Suc Zero_nat)) TUnit (PApp (PFn (Suc (Suc (Suc Zero_nat))) TUnit (PVar (Suc (Suc (Suc Zero_nat))))) (PVar (Suc (Suc Zero_nat))))) (PFn (Suc (Suc Zero_nat)) TUnit (PApp (PFn (Suc (Suc (Suc Zero_nat))) TUnit (PVar (Suc (Suc (Suc Zero_nat))))) (PVar (Suc (Suc Zero_nat)))))))) (PApp (PFn (Suc (Suc Zero_nat)) (TPair (TArr TUnit TUnit) (TArr TUnit TUnit)) (PPair (PFn (Suc (Suc (Suc Zero_nat))) TUnit (PApp (PFn (Suc (Suc (Suc (Suc Zero_nat)))) TUnit (PVar (Suc (Suc (Suc (Suc Zero_nat)))))) (PVar (Suc (Suc (Suc Zero_nat)))))) (PFn (Suc (Suc (Suc Zero_nat))) TUnit (PApp (PFn (Suc (Suc (Suc (Suc Zero_nat)))) TUnit (PVar (Suc (Suc (Suc (Suc Zero_nat)))))) (PVar (Suc (Suc (Suc Zero_nat)))))))) (PPair (PFn (Suc (Suc Zero_nat)) TUnit (PApp (PFn (Suc (Suc (Suc Zero_nat))) TUnit (PVar (Suc (Suc (Suc Zero_nat))))) (PVar (Suc (Suc Zero_nat))))) (PFn (Suc (Suc Zero_nat)) TUnit (PApp (PFn (Suc (Suc (Suc Zero_nat))) TUnit (PVar (Suc (Suc (Suc Zero_nat))))) (PVar (Suc (Suc Zero_nat)))))))))) (PFst (PPair (PSnd (PPair (PPair (PFn (Suc Zero_nat) TUnit (PApp (PFn (Suc (Suc Zero_nat)) TUnit (PVar (Suc (Suc Zero_nat)))) (PVar (Suc Zero_nat)))) (PFn (Suc Zero_nat) TUnit (PApp (PFn (Suc (Suc Zero_nat)) TUnit (PVar (Suc (Suc Zero_nat)))) (PVar (Suc Zero_nat))))) (PPair (PFn (Suc Zero_nat) TUnit (PApp (PFn (Suc (Suc Zero_nat)) TUnit (PVar (Suc (Suc Zero_nat)))) (PVar (Suc Zero_nat)))) (PFn (Suc Zero_nat) TUnit (PApp (PFn (Suc (Suc Zero_nat)) TUnit (PVar (Suc (Suc Zero_nat)))) (PVar (Suc Zero_nat))))))) (PApp (PFn (Suc Zero_nat) (TPair (TArr TUnit TUnit) (TArr TUnit TUnit)) (PPair (PFn (Suc (Suc Zero_nat)) TUnit (PApp (PFn (Suc (Suc (Suc Zero_nat))) TUnit (PVar (Suc (Suc (Suc Zero_nat))))) (PVar (Suc (Suc Zero_nat))))) (PFn (Suc (Suc Zero_nat)) TUnit (PApp (PFn (Suc (Suc (Suc Zero_nat))) TUnit (PVar (Suc (Suc (Suc Zero_nat))))) (PVar (Suc (Suc Zero_nat))))))) (PPair (PFn (Suc Zero_nat) TUnit (PApp (PFn (Suc (Suc Zero_nat)) TUnit (PVar (Suc (Suc Zero_nat)))) (PVar (Suc Zero_nat)))) (PFn (Suc Zero_nat) TUnit (PApp (PFn (Suc (Suc Zero_nat)) TUnit (PVar (Suc (Suc Zero_nat)))) (PVar (Suc Zero_nat))))))))))	100
